Metabolite	Score	Normalized score	No. of reactions	No. of positive reactions	No. of negative reactions	candidate reactions	positive reactions	negative reactions	Positive score	Negative score
gam6p_c	0.05406544593163985	0.038230043446137174	2	0	1	G6PDA;PGAMT_reverse		PGAMT_reverse	0.0	-0.0540654459316
gam6p_e	0.0	0.0	2	0	0	GAMAN6Ptex;EX_gam6p_LPAREN_e_RPAREN_			0.0	0.0
gam6p_p	0.0	0.0	2	0	0	GAM6Pt6_2pp;GAMAN6Ptex_reverse			0.0	0.0
gam_e	0.0	0.0	2	0	0	EX_gam_LPAREN_e_RPAREN_;GAMtex			0.0	0.0
gam_p	0.0	0.0	2	0	0	GAMtex_reverse;GAMptspp			0.0	0.0
gar_c	0.13224876690563164	0.0763538611729625	3	1	1	GART;PRAGSr_reverse;GARFT	PRAGSr_reverse	GART	0.130731760223	-0.00151700668306
garagund_c	0.0	0.0	1	0	0	O16GALFT			0.0	0.0
gbbtn_c	0.0	0.0	2	0	0	CRNt7pp;CRNBTCT_reverse			0.0	0.0
gbbtn_e	0.0	0.0	2	0	0	EX_gbbtn_LPAREN_e_RPAREN_;GBBTNtex			0.0	0.0
gbbtn_p	0.0	0.0	1	0	0	GBBTNtex_reverse			0.0	0.0
gcald_c	0.0007022689783304706	0.0004965791567944244	2	1	1	GCALDD;DHNPA2r_reverse	DHNPA2r_reverse	GCALDD	0.000351134489165	-0.000351134489165
gdp_c	0.1436275787615674	0.0542861221162071	7	1	0	GDPDPK;MAN1PT2;ADK3_reverse;RNDR2b;RNDR2;GK1_reverse;NDPK1	GK1_reverse		0.143627578762	0.0
gdp_e	0.0	0.0	2	0	0	GDPtex;EX_gdp_LPAREN_e_RPAREN_			0.0	0.0
gdp_p	0.0	0.0	1	0	0	GDPtex_reverse			0.0	0.0
gdpddman_c	0.0	0.0	1	0	0	GDMANE			0.0	0.0
gdpfuc_c	0.0	0.0	0	0	0				0.0	0.0
gdpmann_c	0.0	0.0	3	0	0	GDPMNH;GDPMNP;GMAND			0.0	0.0
gdpofuc_c	0.0	0.0	1	0	0	GOFUCR			0.0	0.0
gdptp_c	0.0	0.0	2	0	0	GDPTPDP;GTPDPDP			0.0	0.0
gfgaragund_c	0.0	0.0	1	0	0	O16GLCT2			0.0	0.0
gg4abut_c	0.0	0.0	2	0	0	GGGABAH;GGGABADr_reverse			0.0	0.0
ggagicolipa_c	0.0	0.0	1	0	0	GLCTR3			0.0	0.0
ggbutal_c	0.0	0.0	1	0	0	GGGABADr			0.0	0.0
gggagicolipa_c	0.0	0.0	1	0	0	HEPT4			0.0	0.0
ggptrc_c	0.0	0.0	1	0	0	GGPTRCO			0.0	0.0
ghb_c	0.0	0.0	1	0	0	GHBDHx_reverse			0.0	0.0
gicolipa_c	0.0	0.0	1	0	0	GALT1			0.0	0.0
glc_DASH_D_c	5.992739515461872	3.4599097724352195	3	1	0	HEX1;GLCATr;XYLI2	HEX1		5.99273951546	0.0
glc_DASH_D_e	0.0	0.0	3	0	0	GLCtex;EX_glc_LPAREN_e_RPAREN_;GLCtexi			0.0	0.0
glc_DASH_D_p	11.985479030923743	5.3600691712087585	5	1	1	GLCabcpp;GLCt2pp;GLCtex_reverse;GLCDpp;GLCptspp	GLCt2pp	GLCptspp	5.99273951546	-5.99273951546
glcn_c	0.0	0.0	3	0	0	GNK;GLCNt2rpp_reverse;5DGLCNR_reverse			0.0	0.0
glcn_e	0.0	0.0	2	0	0	GLCNtex;EX_glcn_LPAREN_e_RPAREN_			0.0	0.0
glcn_p	0.0	0.0	2	0	0	GLCNt2rpp;GLCNtex_reverse			0.0	0.0
glcr_c	0.0	0.0	2	0	0	GLCRt2rpp_reverse;GLCRD			0.0	0.0
glcr_e	0.0	0.0	2	0	0	EX_glcr_LPAREN_e_RPAREN_;GLCRtex			0.0	0.0
glcr_p	0.0	0.0	2	0	0	GLCRtex_reverse;GLCRt2rpp			0.0	0.0
glcur1p_e	0.0	0.0	2	0	0	GLCUR1Ptex;EX_glcur1p_LPAREN_e_RPAREN_			0.0	0.0
glcur1p_p	0.0	0.0	2	0	0	GLCUR1Ptex_reverse;GUR1PPpp			0.0	0.0
glcur_c	0.0	0.0	2	0	0	GLCURt2rpp_reverse;GUI1			0.0	0.0
glcur_e	0.0	0.0	2	0	0	GLCURtex;EX_glcur_LPAREN_e_RPAREN_			0.0	0.0
glcur_p	0.0	0.0	2	0	0	GLCURt2rpp;GLCURtex_reverse			0.0	0.0
gln_DASH_L_c	4.27188231752281	1.102995271514919	15	1	8	PRFGS;CBPS;CTPS2;Ec_biomass_iJO1366_core_53p95M;GLUSy;GMPS2;GF6PTA;ASNS1;GLUN;Ec_biomass_iJO1366_WT_53p95M;ADCS;GLUPRT;ANS;IG3PS;GLNTRS	ANS	PRFGS;CTPS2;GMPS2;GF6PTA;ADCS;GLUPRT;IG3PS;Ec_biomass_iJO1366_core_53p95M	2.86822319843	-1.40365911909
gln_DASH_L_e	0.0	0.0	2	0	0	GLNtex;EX_gln_DASH_L_LPAREN_e_RPAREN_			0.0	0.0
gln_DASH_L_p	0.0	0.0	3	0	0	GLUNpp;GLNabcpp;GLNtex_reverse			0.0	0.0
glntrna_c	0.0	0.0	0	0	0				0.0	0.0
glu1sa_c	0.0	0.0	1	0	0	G1SAT			0.0	0.0
glu5p_c	0.14038460476483294	0.14038460476483294	1	0	1	G5SD		G5SD	0.0	-0.140384604765
glu5sa_c	0.14038460476483294	0.14038460476483294	1	0	1	G5SADs		G5SADs	0.0	-0.140384604765
glu_DASH_D_c	0.01682095522112927	0.011894211502895768	2	0	1	GLUR;UAMAGS		UAMAGS	0.0	-0.0168209552211
glu_DASH_L_c	6.111869665228876	1.155034798559657	28	2	17	ACOTA_reverse;ACGS;LEUTAi;DHFS;GLUR_reverse;VALTA_reverse;PSERT;ILETA_reverse;GLNS;GLUDC;GLUCYS;GLUDy;UDPKAAT;Ec_biomass_iJO1366_WT_53p95M;HSTPT;GLUTRS;PHETA1_reverse;GLU5K;Ec_biomass_iJO1366_core_53p95M;GLUABUTt7pp_reverse;TDPAGTA;OHPBAT;ALATA_L_reverse;TYRTA_reverse;GLUt2rpp_reverse;ASPTA_reverse;SDPTA_reverse;GGPTRCS	GLNS;GLUDy	ACOTA_reverse;PHETA1_reverse;ACGS;GLU5K;Ec_biomass_iJO1366_core_53p95M;LEUTAi;ALATA_L_reverse;DHFS;TYRTA_reverse;GLUR_reverse;VALTA_reverse;PSERT;ILETA_reverse;SDPTA_reverse;HSTPT;GLUTRS;ASPTA_reverse	2.44106760353	-3.6708020617
glu_DASH_L_e	0.0	0.0	2	0	0	EX_glu_DASH_L_LPAREN_e_RPAREN_;GLUtex			0.0	0.0
glu_DASH_L_p	0.0	0.0	5	0	0	GLUABUTt7pp;GLUt4pp;GLUt2rpp;GLUtex_reverse;GLUabcpp			0.0	0.0
glucys_c	0.0	0.0	1	0	0	GTHS			0.0	0.0
glutrna_c	0.0018727172755477106	0.0018727172755477106	1	0	1	GLUTRR		GLUTRR	0.0	-0.00187271727555
glx_c	0.013575429539848905	0.0067877147699244526	4	0	2	GLYCLTDy;GLYCLTDx;MALS;GLXCL		MALS;GLXCL	0.0	-0.0135754295398
gly_c	1.3855589917737468	0.46185299725791557	9	1	3	GTHS;Ec_biomass_iJO1366_core_53p95M;Ec_biomass_iJO1366_WT_53p95M;GLYTRS;GHMT2r_reverse;GLYAT;GLYCL;GLYt2rpp_reverse;PRAGSr	GHMT2r_reverse	PRAGSr;Ec_biomass_iJO1366_core_53p95M;GLYCL	0.628405249431	-0.757153742343
gly_e	0.0	0.0	2	0	0	EX_gly_LPAREN_e_RPAREN_;GLYtex			0.0	0.0
gly_p	0.0	0.0	4	0	0	GLYtex_reverse;GLYt2pp;GLYt4pp;GLYt2rpp			0.0	0.0
glyald_c	0.0	0.0	2	0	0	ALCD19;GLYALDtpp_reverse			0.0	0.0
glyald_e	0.0	0.0	2	0	0	GLYALDtex;EX_glyald_LPAREN_e_RPAREN_			0.0	0.0
glyald_p	0.0	0.0	2	0	0	GLYALDtpp;GLYALDtex_reverse			0.0	0.0
glyb_c	0.0	0.0	0	0	0				0.0	0.0
glyb_e	0.0	0.0	2	0	0	GLYBtex;EX_glyb_LPAREN_e_RPAREN_			0.0	0.0
glyb_p	0.0	0.0	3	0	0	GLYBt2pp;GLYBabcpp;GLYBtex_reverse			0.0	0.0
glyc2p_c	0.0	0.0	1	0	0	G2PP			0.0	0.0
glyc2p_e	0.0	0.0	2	0	0	GLYC2Ptex;EX_glyc2p_LPAREN_e_RPAREN_			0.0	0.0
glyc2p_p	0.0	0.0	3	0	0	G2PPpp;GLYC2Pabcpp;GLYC2Ptex_reverse			0.0	0.0
glyc3p_c	0.07729001986212515	0.015157819980113466	26	0	2	PGSA141;PGSA140;PGSA161;PGSA160;PGSA120;PGSA181;PGSA180;G3PT;APG3PAT181;APG3PAT180;G3PD2;G3PAT180;G3PAT181;G3PD7;G3PD6;G3PD5;APG3PAT141;APG3PAT140;APG3PAT120;APG3PAT161;APG3PAT160;G3PAT120;G3PAT160;G3PAT161;G3PAT140;G3PAT141		G3PAT160;G3PAT161	0.0	-0.0772900198621
glyc3p_e	0.0	0.0	2	0	0	GLYC3Ptex;EX_glyc3p_LPAREN_e_RPAREN_			0.0	0.0
glyc3p_p	0.0	0.0	3	0	0	GLYC3Ptex_reverse;GLYC3Pt6pp;GLYC3Pabcpp			0.0	0.0
glyc_DASH_R_c	0.01323268791572843	0.006616343957864215	4	0	1	GLYCK2;GLYCK;GLYCAt2rpp_reverse;TRSARr_reverse		GLYCK	0.0	-0.0132326879157
glyc_DASH_R_e	0.0	0.0	2	0	0	GLYCAtex;EX_glyc_DASH_R_LPAREN_e_RPAREN_			0.0	0.0
glyc_DASH_R_p	0.0	0.0	2	0	0	GLYCAt2rpp;GLYCAtex_reverse			0.0	0.0
glyc_c	0.0	0.0	4	0	0	GLYK;GLYCDx;GLYCtpp;ALCD19_reverse			0.0	0.0
glyc_e	0.0	0.0	2	0	0	GLYCtex;EX_glyc_LPAREN_e_RPAREN_			0.0	0.0
glyc_p	0.0	0.0	9	0	0	CLPNS180pp_reverse;GLYCtex_reverse;CLPNS140pp_reverse;GLYCtpp_reverse;CLPNS160pp_reverse;CLPNS120pp_reverse;CLPNS181pp_reverse;CLPNS161pp_reverse;CLPNS141pp_reverse			0.0	0.0
glyclt_c	0.0003511344891652353	0.00017556724458261765	4	0	1	GLYCTO4;GLYCLTt2rpp_reverse;GLYCTO3;GLYCTO2		GLYCTO2	0.0	-0.000351134489165
glyclt_e	0.0	0.0	2	0	0	EX_glyclt_LPAREN_e_RPAREN_;GLYCLTtex			0.0	0.0
glyclt_p	0.0	0.0	3	0	0	GLYCLTt2rpp;GLYCLTtex_reverse;GLYCLTt4pp			0.0	0.0
glycogen_c	0.0	0.0	3	0	0	Ec_biomass_iJO1366_WT_53p95M;GLCP;GLBRAN2			0.0	0.0
glytrna_c	0.0	0.0	0	0	0				0.0	0.0
gmeACP_c	1.3139352138318664e-06	1.3139352138318664e-06	1	0	1	OPMEACPS		OPMEACPS	0.0	-1.31393521383e-06
gmhep17bp_c	0.0	0.0	1	0	0	GMHEPPA			0.0	0.0
gmhep1p_c	0.0	0.0	1	0	0	GMHEPAT			0.0	0.0
gmhep7p_c	0.0	0.0	1	0	0	GMHEPK			0.0	0.0
gmp_c	0.0	0.0	3	0	0	GK1;GMPR;NTD9			0.0	0.0
gmp_e	0.0	0.0	2	0	0	EX_gmp_LPAREN_e_RPAREN_;GMPtex			0.0	0.0
gmp_p	0.0	0.0	2	0	0	GMPtex_reverse;NTD9pp			0.0	0.0
gp4g_c	0.0	0.0	1	0	0	GP4GH			0.0	0.0
grdp_c	0.0001459123886217156	0.0001459123886217156	1	0	1	GRTT		GRTT	0.0	-0.000145912388622
grxox_c	0.0	0.0	1	0	0	GRXR			0.0	0.0
grxrd_c	0.0	0.0	5	0	0	PAPSR2;RNDR2b;RNDR1b;RNDR4b;RNDR3b			0.0	0.0
gslnt_c	0.0	0.0	1	0	0	SELGTHR3			0.0	0.0
gsn_c	0.0	0.0	2	0	0	GSNK;PUNP3			0.0	0.0
gsn_e	0.0	0.0	2	0	0	GSNtex;EX_gsn_LPAREN_e_RPAREN_			0.0	0.0
gsn_p	0.0	0.0	2	0	0	GSNt2pp;GSNtex_reverse			0.0	0.0
gthox_c	0.0	0.0	1	0	0	GTHOr			0.0	0.0
gthox_e	0.0	0.0	2	0	0	GTHOXtex;EX_gthox_LPAREN_e_RPAREN_			0.0	0.0
gthox_p	0.0	0.0	1	0	0	GTHOXtex_reverse			0.0	0.0
gthrd_c	0.0	0.0	10	0	0	ASR;GRXR;FALGTHLs;Ec_biomass_iJO1366_WT_53p95M;GTHRDabc2pp;LGTHL;GSPMDS;SELGTHR;GTHOr_reverse;GTHPi			0.0	0.0
gthrd_e	0.0	0.0	2	0	0	EX_gthrd_LPAREN_e_RPAREN_;GTHRDtex			0.0	0.0
gthrd_p	0.0	0.0	5	0	0	DSBGGT;GTHRDtex_reverse;GTHRDabcpp;DSBCGT;GTHRDHpp			0.0	0.0
gtp_c	1.339240220279414	0.2733712652247591	24	1	10	ACBIPGT;ADSS;NTP3;GUACYC;CPMPS;URIK2;BMOGDS1;BMOGDS2;RNTR2c2;BWCOGDS2;BWCOGDS1;GTPCI;ADK3;Ec_biomass_iJO1366_WT_53p95M;GTPDPK;GTPCII2;Ec_biomass_iJO1366_core_53p95M;SADT2;NDPK1_reverse;GTPHs;CYTDK2;MOGDS;NTPP2;NTPTP2	ADK3	GTPCII2;GTPCI;ADSS;Ec_biomass_iJO1366_core_53p95M;SADT2;CPMPS;BMOGDS1;BMOGDS2;RNTR2c2;NTPP2	0.463635906041	-0.875604314238
gtp_e	0.0	0.0	2	0	0	GTPtex;EX_gtp_LPAREN_e_RPAREN_			0.0	0.0
gtp_p	0.0	0.0	2	0	0	NTP3pp;GTPtex_reverse			0.0	0.0
gtspmd_c	0.0	0.0	1	0	0	GSPMDA			0.0	0.0
gua_c	0.0	0.0	5	0	0	GUAPRT;PUNP3_reverse;GUAD;GUAtpp_reverse;PUNP4_reverse			0.0	0.0
gua_e	0.0	0.0	2	0	0	EX_gua_LPAREN_e_RPAREN_;GUAtex			0.0	0.0
gua_p	0.0	0.0	3	0	0	GUAt2pp;GUAtex_reverse;GUAtpp			0.0	0.0
h2_c	0.0	0.0	4	0	0	HYD3pp;H2tpp_reverse;HYD1pp;HYD2pp			0.0	0.0
h2_e	0.0	0.0	2	0	0	H2tex;EX_h2_LPAREN_e_RPAREN_			0.0	0.0
h2_p	0.0	0.0	2	0	0	H2tex_reverse;H2tpp			0.0	0.0
h2mb4p_c	0.0012539017856736628	0.0008866424555917679	2	0	2	IPDPS;DMPPS		IPDPS;DMPPS	0.0	-0.00125390178567
h2o2_c	0.035122245045686486	0.013274960839593834	7	0	2	MOX_reverse;METOX1s;CAT;METOX2s;THIORDXi;FESD1s;GTHPi		FESD1s;MOX_reverse	0.0	-0.0351222450457
h2o2_e	0.0	0.0	2	0	0	EX_h2o2_LPAREN_e_RPAREN_;H2O2tex			0.0	0.0
h2o2_p	0.0	0.0	1	0	0	H2O2tex_reverse			0.0	0.0
h2o_c	18.745791442855907	0.8610227173956637	474	16	106	CSND;PMEACPE;ZNabcpp;Kabcpp;NTD10;NTD11;NTD12;DAPabcpp;GTPDPDP;NACODA;XTSNH;DDPA;P5CD;FACOAE60;DHBSH;GDPMNH;GLYOX3;GDPMNP;PG161abcpp;ATPM;DHACOAH;APH140;APH141;Ec_biomass_iJO1366_core_53p95M;PE180abcpp;FACOAE80;FACOAE141;TRE6PH;PAPA160;PAPA161;MALTPTabcpp;S2FE2SS2;E4PD;ISETACabcpp;NTPP8;NTPP7;NTPP6;NTPP5;GALS3;NTPP3;NTPP2;DHPPDA2;ACODA;ECOAH8_reverse;4HTHRS;LACZ;CMPN;ASNN;LCADi;DAPAL;MCITS;COBALT2abcpp;ATPS4rpp_reverse;UACMAMO;OXCOAHDH;LPLIPAL2G140;LPLIPAL2G141;ADNUC;ECOAH6_reverse;DNMPPA;DHNCOAT;FE3DCITabcpp;MICITDr;TAURabcpp;GGGABAH;CYSDDS;TDP;MLTG5;PE161abcpp;SDPDS;HMBS;GTPCI;ECOAH5_reverse;SULFACabcpp;IPPMIb;IPPMIa_reverse;LALGP;GTPCII2;ECOAH2_reverse;CBPS;MOHMT;AGM3PA;AGM3PH;UDCPDP;NTP10;NTP11;NTP12;PG160abcpp;PGLYCP;METSOX1abcpp;PGP140abcpp;PROabcpp;THFAT;MALTTTRabcpp;TSULabcpp;FA160ACPHi;FTHFD;R5PP;G3PCabcpp;LPLIPAL2A120;PGL;ICHORT;GLUPRT;ALDD19xr;MTRPOX;KDOPP;KDOPS;SADH;S2FE2SR;S2FE2SS;PA161abcpp;FACOAE140;AGM4PH;LIPACabcpp;PGPP141;PGPP140;AGM4PA;GHMT2r_reverse;USHD;GMPS2;PRAMPC;PGP161abcpp;MN6PP;FA161ACPHi;CBL1abcpp;PAPA180;PAPA181;4PEPTabcpp;ENTERES;ANHMK;PRATPP;ECOAH3_reverse;AGMT;ALDD3y;GALabcpp;5DOAN;ADPRDP;PPS;ECOAH7_reverse;FA141ACPHi;PE181abcpp;IMPC;THDPS;IMPD;CLIPAabctex;3AMACHYD;ACONTb;TREH;AGDC;ASNabcpp;PRFGS;FEENTERabcpp;URACPAH;PDE4;PDE1;XAND;DAAD;NTP3;NTP1;NTP5;LPLIPAL2A160;LPLIPAL2A161;PYAM5PO;FUM;OPHHX3;NADPPPS;DCTPD;FRULYSDG;GLYC2Pabcpp;14GLUCANabcpp;NTPP9;CD2abcpp;CDAPPA141;CDAPPA140;AM3PA;ECOAH4_reverse;LPLIPAL2E160;LPLIPAL2E161;3PEPTabcpp;SGDS;UM4PCP;ETHSO3abcpp;FE3DHBZSabcpp;PSP_L;H2Otpp_reverse;DNTPPA;PA181abcpp;GSPMDA;ALLabcpp;MALTabcpp;G3PEabcpp;LPLIPAL2A181;LIPAabcpp;HISTP;PA141abcpp;FFSD;TRPAS2;CYSDS;LPLIPAL2G120;CTBTabcpp;HISTD;HYPOE;CGLYabcpp;LPLIPAL2A180;SSALx;SSALy;COLIPAabcpp;2MAHMP;LPLIPAL2G180;GUAD;FEOXAMabcpp;HEMEOS;PGP120abcpp;POX;CYTD;APH181;UPLA4FNF;BETALDHx;COLIPAabctex;ADOCBLabcpp;APH160;APH161;LPLIPAL2E120;FACOAE120;PROGLYabcpp;ASO3t8pp;ASPabcpp;ALLTAMH;THRabcpp;AMPTASECG;DUTPDP;DATPHs;MANPGH;PG140abcpp;ATPHs;ARGabcpp;4PCP;AMPMS2;NAMNPP;METSOX2abcpp;G2PP;PPGPPDP;THRS;THMabcpp;CRNabcpp;GLYC3Pabcpp;LPLIPAL2G160;LPLIPAL2G161;CRNCDH_reverse;ASNS1;GLNabcpp;PE140abcpp;PA120abcpp;HG2abcpp;GLYOX;AACTOOR;FECRMabcpp;PGP141abcpp;LPLIPAL2A140;AGM4PCP;CYSabc2pp;CPH4S;UGLYCH;ENTERES2;PE160abcpp;MALS;SGSAD;CYTDH;PA160abcpp;TRE6PP;FACOAE161;FACOAE160;APH120;ALDD2y;ALDD2x;PAPA140;PAPA141;GCALDD;NI2uabcpp;AMPTASEPG;OP4ENH;FA80ACPHi;SELNPS;ENO_reverse;NADN;CRNDabcpp;FA140ACPHi;CU2abcpp;METabcpp;CTPS2;MG2uabcpp;ECOAH1_reverse;GTHRDabcpp;PGPP181;PGPP180;Ec_biomass_iJO1366_WT_53p95M;G3PT;MALTHXabcpp;GGGABADr;PGP180abcpp;CS;SFGTHi;ARBabcpp;GTPHs;FACOAE181;FACOAE180;GP4GH;LPLIPAL2E180;LPLIPAL2E181;COLIPAPabctex;PHEMEabcpp;NMNN;FE3HOXabcpp;INSH;CPMPS;PPA2;DHORTS;VALabcpp;PPC;PPA;LYSabcpp;PTRCabcpp;GLCabcpp;NTPP4;GPDDA4;GPDDA5;GPDDA1;GPDDA2;GPDDA3;SPMDabcpp;IPPS;PGP160abcpp;HKNTDH;PG181abcpp;ALAALAD;OMMBLHX3;LPLIPAL2G181;DADA;MALTTRabcpp;BPNT;NI2abcpp;NTPTP1;NTPTP2;NMNt7pp;PA180abcpp;NTPP11;NTPP10;APH180;NTPP1;ZN2abcpp;GLYBabcpp;GTHRDabc2pp;LPLIPAL2A141;URIH;URIC;ALLTN;ALAALAabcpp;PG141abcpp;HKNDDH;GGPTRCO;ILEabcpp;ASCBPL;BETALDHy;ALDD4;LIPAabctex;PGPP161;PGPP160;PG120abcpp;CDAPPA120;AHCYSNS;RIBabcpp;LPLIPAL2E140;LPLIPAL2E141;MSO3abcpp;MTHTHFSs;PDXPP;ACOLIPAabctex;K2L4Aabcpp;MTAN;DC6PH;GLUN;CHLabcpp;ENLIPAabctex;XYLabcpp;CYSDabcpp;ACM6PH;PMDPHT;METDabcpp;PA140abcpp;ARBTNabcpp;CYSabcpp;AP4AH;AM4PCP;PIuabcpp;GDPTPDP;BUTSO3abcpp;G6PDA;NTD3;NTD2;FA100ACPHi;AGMH;MLTG4;MLTG1;MLTG3;MLTG2;AMPN;HXAND;ORNabcpp;G3PIabcpp;FE3abcpp;HCO3E;PG180abcpp;G6PP;CBIuabcpp;LADGMDH;SARCOX;CPGNabcpp;UHGADA;O16A4COLIPAabctex;DCYTD;AM4PA;F6PP;AP5AH;GLUDy;PGP181abcpp;PYDXPP;AB6PGH;MI1PP;LEUabcpp;OMPHHX3;CDAPPA161;CDAPPA160;PGPP120;FACOAE100;ADD;ADA;MTHFC;FBP;HISabcpp;G3PSabcpp;PAPA120;K2L4Aabctex;FA120ACPHi;CYSTL;PE141abcpp;NNAM;NTD9;RZ5PP;SADT2;UDPGD;ECA4COLIPAabctex;SULabcpp;NADDP;TUNGSabcpp;ACONTa_reverse;GLUabcpp;ABUTD;NTD8;MOBDabcpp;NTD6;NTD7;NTD4;NTD5;ALAabcpp;PE120abcpp;NTD1;METAT;FE2abcpp;NMNDA;GMHEPPA;CDAPPA181;CDAPPA180;G3PGabcpp;CU1abcpp	PPS;ECOAH2_reverse;ECOAH5_reverse;GLUDy;ECOAH7_reverse;DDPA;ECOAH3_reverse;GHMT2r_reverse;ECOAH1_reverse;ALDD2y;H2Otpp_reverse;ECOAH6_reverse;MTHFC;HCO3E;ECOAH4_reverse;ACONTa_reverse	PMEACPE;ANHMK;AGMH;AGMT;NTD10;5DOAN;P5CD;URIC;ALLTN;DAAD;ALAALAabcpp;IMPD;THRS;Ec_biomass_iJO1366_core_53p95M;E4PD;ZN2abcpp;AHCYSNS;PRATPP;THDPS;AGDC;PRFGS;NADPPPS;NTPP8;NTPP7;NTPP4;NTPP2;DHPPDA2;XAND;K2L4Aabcpp;AGM4PCP;FUM;AMPMS2;OPHHX3;ACM6PH;PMDPHT;MALS;SGSAD;DCTPD;COBALT2abcpp;ATPS4rpp_reverse;FACOAE161;FACOAE160;PE160abcpp;DNMPPA;LALGP;LPLIPAL2E160;LPLIPAL2E161;AMPN;HXAND;SGDS;ACODA;LADGMDH;CU2abcpp;UHGADA;PSP_L;PE161abcpp;FBP;HMBS;DNTPPA;GTPCI;CTPS2;IPPMIa_reverse;GTPCII2;CDAPPA161;CDAPPA160;MOHMT;AGM3PA;HISTP;TRPAS2;CYSDS;ADD;GCALDD;UDCPDP;CS;HISTD;MTHTHFSs;SSALy;K2L4Aabctex;2MAHMP;TDP;CYSTL;SDPDS;CPMPS;FTHFD;PPC;PPA;SADT2;GLUPRT;GPDDA2;ABUTD;IPPS;KDOPP;KDOPS;MOBDabcpp;SADH;METAT;FACOAE120;ALAALAD;USHD;GMPS2;UGLYCH;ALLTAMH;PRAMPC;BPNT;NI2abcpp;DUTPDP	9.38591514865	-9.35987629421
h2o_e	1.8634284916789583	1.3176429227224113	2	1	0	EX_h2o_LPAREN_e_RPAREN_;H2Otex	EX_h2o_LPAREN_e_RPAREN_		1.86342849168	0.0
h2o_p	1.8699836357538702	0.1482993487601587	159	1	6	MLDCP1Bpp;MLDCP3App;LPLIPAL1E160pp;TYROXDApp;LPLIPAL1E161pp;CLPNH180pp;LPLIPAL1A181pp;PLIPA1A160pp;PLIPA1A161pp;PGPP120pp;LPLIPAL1E141pp;LPLIPAL1A120pp;NTD7pp;NTD4pp;PLIPA1E181pp;PLIPA1E160pp;3NTD4pp;PLIPA1G140pp;MDDEP1pp;PLIPA1E161pp;PSP_Lpp;PLIPA2E161pp;LPLIPAL1E120pp;AGM3PApp;ACGAL1PPpp;PLIPA2A180pp;3NTD2pp;GPDDA3pp;TREHpp;MLDCP2App;PLIPA2G181pp;PLIPA2G140pp;PGPP141pp;42A12BOOXpp;PLIPA2A160pp;CLPNH181pp;PLIPA1A141pp;PLIPA2E160pp;GUR1PPpp;4PCPpp;ACGAM1PPpp;PLIPA1G161pp;PLIPA1E140pp;PLIPA2E120pp;GPDDA5pp;GPDDA2pp;MLDEP1pp;MDDCP1pp;GPDDA4pp;PAPA181pp;NTD11pp;GPDDA1pp;NTD10pp;MDDCP5pp;AGM4PApp;H2Otex_reverse;PAPA140pp;AGM4PCPpp;LPLIPAL1G120pp;NTD8pp;CLPNH141pp;PEAMNOpp;CLPNH140pp;PLIPA1A181pp;LPLIPAL1A141pp;G1PPpp;PGPP161pp;23PDE4pp;PAPA120pp;23PDE7pp;PLIPA1E120pp;ASNNpp;NTD3pp;MDDCP2pp;PAPA141pp;MLDCP2Bpp;UGLCURPpp;LACZpp;NTD2pp;G2PPpp;GLUNpp;23PDE9pp;PLIPA2G161pp;PAPA161pp;NTD5pp;CLPNH161pp;3NTD7pp;PAPA160pp;PLIPA2A141pp;CLPNH160pp;LPLIPAL1G140pp;PGPP160pp;PLIPA2A140pp;UACGALPpp;LPLIPAL1G141pp;PLIPA1E180pp;H2Otpp;PLIPA2G160pp;NTD1pp;PLIPA1G141pp;NTD6pp;UDPGPpp;PLIPA1E141pp;UDPGALPpp;MDDEP3pp;PLIPA1G180pp;TYRPpp;MDDEP2pp;GLCDpp;PLIPA1G181pp;PLIPA2A181pp;MLDCP1App;LPLIPAL1A160pp;PLIPA1G120pp;LPLIPAL1E180pp;LPLIPAL1A161pp;LPLIPAL1A180pp;LPLIPAL1E181pp;PLIPA1A140pp;PGPP140pp;LPLIPAL1E140pp;GTHRDHpp;LPLIPAL1G160pp;PLIPA2G141pp;CLPNH120pp;LPLIPAL1G161pp;PLIPA2A120pp;PLIPA2G120pp;MDDEP4pp;LPLIPAL1G180pp;PHYTSpp;R5PPpp;LPLIPAL1G181pp;3NTD9pp;PLIPA2E181pp;PAPA180pp;NTD12pp;23PDE2pp;PGPP181pp;PLIPA2E141pp;PLIPA2A161pp;PLIPA1G160pp;PLIPA2E140pp;PGPP180pp;PLIPA2G180pp;PLIPA1A120pp;MDDCP4pp;MLDEP2pp;PPTHpp;PLIPA1A180pp;LPLIPAL1A140pp;NTD9pp;UDCPDPpp;UACGAMPpp;PTHRpp;NTP3pp;MDDCP3pp;PLIPA2E180pp;GAL1PPpp	H2Otex_reverse	PLIPA1E161pp;MDDCP4pp;MDDEP3pp;MDDEP2pp;PLIPA1E160pp;MLDCP1App	1.86342849168	-0.00655514407491
h2s_c	0.14652981887495742	0.08459903037176378	3	0	1	H2SO;CYSS;H2St1pp		CYSS	0.0	-0.146529818875
h2s_e	0.0	0.0	2	0	0	H2Stex;EX_h2s_LPAREN_e_RPAREN_			0.0	0.0
h2s_p	0.0	0.0	1	0	0	H2Stex_reverse			0.0	0.0
